Data;Rs;u2;Tmax;Tmin;RH;pr;ETo
2016-12-23;29.2;1.6;33.2;17.9;60.5;0.0;6.4
2016-12-24;28.5;1.0;33.7;15.9;56.0;0.0;6.0
2016-12-25;26.0;1.5;34.4;16.7;61.3;0.0;6.0
2016-12-26;24.8;1.2;33.8;17.1;69.8;19.7;5.5
2016-12-27;20.1;1.1;32.3;19.0;73.4;0.3;4.5
2016-12-28;25.3;1.2;33.4;18.7;69.2;4.6;5.6
2016-12-29;27.4;1.1;33.1;15.9;64.0;0.8;5.7
2016-12-30;27.3;1.0;33.7;17.3;62.8;0.6;5.8
2016-12-31;28.4;1.1;33.9;17.3;61.6;1.3;6.1
2017-01-01;28.5;1.1;34.2;16.4;58.8;0.0;6.1
2017-01-02;24.7;1.0;34.3;17.3;59.2;0.0;5.5
2017-01-03;25.2;1.4;34.8;19.0;58.5;0.0;5.9
2017-01-04;24.8;1.8;34.5;19.6;62.8;0.0;6.0
2017-01-05;25.5;1.2;34.5;18.7;64.5;27.6;5.7
2017-01-06;22.2;1.2;34.3;18.5;68.7;0.0;5.2
2017-01-07;27.4;1.5;33.9;19.0;62.9;3.7;6.2
2017-01-08;28.6;1.5;33.7;18.8;55.6;0.0;6.5
2017-01-09;21.2;1.4;32.6;19.9;58.3;0.0;5.2
2017-01-10;19.1;1.1;32.6;17.9;71.9;0.0;4.4
2017-01-11;20.2;1.2;33.2;20.0;73.4;10.2;4.7
2017-01-12;23.7;1.3;32.9;20.0;71.3;1.0;5.3
2017-01-13;12.9;1.2;30.0;18.5;80.4;23.8;3.1
2017-01-14;19.0;1.0;28.8;18.3;79.8;14.9;4.0
2017-01-15;14.1;1.0;28.0;18.8;83.4;16.6;3.1
2017-01-16;14.1;1.2;27.7;19.3;83.0;7.6;3.1
2017-01-17;23.2;1.7;29.7;18.6;68.9;0.3;5.1
2017-01-18;29.5;1.6;31.6;16.5;62.6;0.0;6.2
2017-01-19;26.1;1.5;31.9;17.3;62.2;0.0;5.7
2017-01-20;26.0;1.7;32.2;16.6;61.6;0.0;5.8
2017-01-21;23.4;1.6;31.3;16.8;63.0;0.0;5.3
2017-01-22;25.2;1.6;31.5;16.7;62.2;0.0;5.6
2017-01-23;20.2;1.4;30.8;15.2;65.1;0.0;4.6
2017-01-24;19.0;1.5;31.0;18.2;73.3;0.0;4.4
2017-01-25;24.5;1.1;32.1;17.8;68.2;13.6;5.2
2017-01-26;25.9;1.4;32.6;19.2;65.2;0.0;5.7
2017-01-27;27.2;1.6;33.1;17.8;58.9;0.0;6.1
2017-01-28;27.6;1.8;32.0;16.4;58.7;0.0;6.2
2017-01-29;26.8;1.7;31.8;16.0;63.1;0.0;5.9
2017-01-30;23.8;2.2;32.1;17.0;64.2;0.0;5.7
2017-01-31;26.1;1.6;31.8;17.1;64.0;0.0;5.7
2017-02-01;14.7;1.6;30.9;17.3;68.3;0.0;3.9
2017-02-02;19.9;1.3;30.8;18.0;74.2;1.3;4.4
2017-02-03;12.4;0.9;29.2;19.9;84.6;3.7;2.9
2017-02-04;19.0;1.1;30.9;19.9;79.6;9.4;4.1
2017-02-05;12.0;0.8;28.5;19.0;86.6;24.5;2.7
2017-02-06;19.6;1.2;29.4;18.5;83.2;51.5;4.1
2017-02-07;20.8;1.0;31.8;18.0;78.9;14.3;4.4
2017-02-08;19.4;1.4;31.5;19.6;77.8;0.0;4.3
2017-02-09;21.9;1.9;30.3;17.9;71.5;10.8;4.9
2017-02-10;17.8;1.9;29.1;17.5;75.1;0.0;4.1
2017-02-11;16.9;2.3;29.0;17.3;73.2;0.0;4.1
2017-02-12;23.7;2.5;29.8;16.8;67.1;1.0;5.4
2017-02-13;22.5;2.6;29.9;16.4;70.2;0.0;5.2
2017-02-14;23.8;2.5;30.1;16.9;67.2;0.0;5.4
2017-02-15;21.4;2.3;29.8;18.0;69.6;0.0;4.9
2017-02-16;21.2;1.6;31.8;16.2;68.8;0.0;4.8
2017-02-17;23.5;1.6;31.8;15.0;64.4;0.0;5.2
2017-02-18;26.4;1.4;32.7;18.0;63.2;0.0;5.7
2017-02-19;27.3;1.9;32.8;15.6;64.3;0.0;6.0
2017-02-20;27.1;2.0;32.6;17.1;63.2;0.0;6.1
2017-02-21;25.7;2.2;31.6;17.3;66.4;1.1;5.8
2017-02-22;20.7;2.1;29.5;17.6;68.2;0.0;4.8
2017-02-23;26.6;2.2;32.0;16.2;64.3;0.0;6.0
2017-02-24;25.8;1.8;33.5;15.5;63.8;0.0;5.8
2017-02-25;15.3;1.6;30.8;17.9;72.6;0.3;3.8
2017-02-26;9.2;1.1;26.8;19.1;85.9;3.9;2.2
2017-02-27;12.7;1.1;28.9;18.5;84.9;5.1;2.9
2017-02-28;14.0;1.0;27.8;18.6;82.8;6.2;3.0
2017-03-01;16.1;1.4;27.8;18.3;80.7;5.1;3.4
2017-03-02;21.4;1.0;30.3;16.5;72.4;5.5;4.4
2017-03-03;24.8;1.4;32.2;17.5;70.5;11.7;5.2
2017-03-04;23.5;1.3;32.2;16.5;65.4;0.0;5.1
2017-03-05;16.0;1.0;31.9;18.4;72.8;0.0;3.7
2017-03-06;24.2;0.9;32.6;17.8;64.7;0.0;5.0
2017-03-07;20.2;1.8;33.8;19.4;66.5;0.0;5.1
2017-03-08;18.1;2.2;32.2;19.0;75.3;1.8;4.4
2017-03-09;22.4;2.2;30.8;17.8;75.5;2.8;4.9
2017-03-10;21.8;2.0;31.4;18.0;71.0;0.0;4.9
2017-03-11;24.4;1.8;32.0;17.0;65.4;0.0;5.4
2017-03-12;25.0;1.9;31.6;15.5;64.4;0.0;5.5
2017-03-13;26.0;1.6;33.1;14.7;59.3;0.0;5.7
2017-03-14;22.7;2.1;33.0;17.8;63.6;0.0;5.5
2017-03-15;23.9;1.9;31.8;16.5;64.3;0.0;5.3
2017-03-16;25.0;2.1;32.3;18.1;63.3;0.0;5.7
2017-03-17;24.3;1.6;33.1;15.3;64.2;0.0;5.4
2017-03-18;22.9;2.0;33.4;17.0;64.9;0.0;5.4
2017-03-19;11.2;1.6;26.4;17.9;80.0;84.6;2.7
2017-03-20;12.3;1.8;27.4;18.7;80.2;0.3;2.9
2017-03-21;23.5;2.7;30.3;15.2;65.7;0.0;5.4
2017-03-22;24.5;2.4;30.7;13.6;63.3;0.0;5.4
2017-03-23;23.0;2.0;29.9;12.4;62.2;0.0;5.0
2017-03-24;21.9;1.7;30.6;12.6;62.9;0.0;4.7
2017-03-25;23.2;1.4;32.2;14.1;63.2;0.0;4.9
2017-03-26;20.6;1.7;33.0;16.9;64.4;0.0;4.8
2017-03-27;14.5;1.9;31.2;18.7;75.1;0.0;3.7
2017-03-28;10.9;2.0;28.0;17.7;83.6;23.7;2.7
2017-03-29;20.9;2.2;27.1;14.9;66.7;0.1;4.4
2017-03-30;22.7;1.9;29.3;12.5;63.6;0.0;4.7
2017-03-31;22.7;1.8;30.7;12.2;63.4;0.0;4.8
2017-04-01;22.2;2.4;28.8;13.5;61.0;0.0;4.9
2017-04-02;21.9;1.9;29.2;11.7;61.6;0.0;4.7
2017-04-03;21.3;1.7;30.3;11.9;62.6;0.0;4.6
2017-04-04;23.2;2.0;30.3;12.2;64.0;0.0;4.9
2017-04-05;22.0;1.8;30.9;12.3;65.9;0.0;4.7
2017-04-06;19.4;1.5;31.5;15.5;68.5;0.0;4.3
2017-04-07;16.6;1.7;31.6;19.0;70.9;0.0;4.0
2017-04-08;16.3;1.5;30.9;19.4;68.1;0.0;3.8
2017-04-09;15.4;1.6;30.1;17.3;69.9;0.0;3.6
2017-04-10;14.9;1.4;29.7;15.3;72.8;0.0;3.4
2017-04-11;18.7;1.3;32.2;15.0;69.6;0.0;4.1
2017-04-12;16.3;1.2;32.0;15.5;73.4;0.0;3.6
2017-04-13;17.6;2.8;30.9;19.6;70.4;0.0;4.4
2017-04-14;19.2;2.2;30.3;15.7;72.7;0.0;4.2
2017-04-15;20.0;1.9;31.0;14.7;71.6;0.0;4.3
2017-04-16;20.1;1.6;31.3;14.5;68.2;0.0;4.3
2017-04-17;19.6;1.0;31.7;13.9;63.5;0.0;3.9
2017-04-18;16.2;2.5;30.7;17.7;66.9;1.3;4.3
2017-04-19;15.4;2.7;28.4;16.2;71.3;0.0;3.8
2017-04-20;18.4;2.2;28.2;15.5;69.9;0.0;4.0
2017-04-21;18.5;1.7;28.5;13.5;71.3;0.0;3.7
2017-04-22;10.7;1.0;28.9;15.6;76.2;0.6;2.5
2017-04-23;15.3;2.0;28.7;16.9;74.3;0.8;3.4
2017-04-24;18.1;2.7;29.3;15.0;72.1;0.0;4.1
2017-04-25;17.8;2.2;29.7;15.0;72.9;0.0;3.9
2017-04-26;19.9;1.8;30.9;14.0;71.6;0.0;4.1
2017-04-27;16.6;1.3;31.3;18.3;76.5;20.4;3.5
2017-04-28;8.8;2.4;27.6;18.9;83.8;0.2;2.3
2017-04-29;9.8;2.6;25.5;17.8;81.9;5.4;2.4
2017-04-30;13.9;2.3;26.2;16.9;76.1;0.1;3.1
2017-05-01;16.4;2.3;27.2;14.8;71.2;0.0;3.6
2017-05-02;15.3;1.9;27.6;13.4;71.8;0.0;3.3
2017-05-03;15.1;1.7;27.7;15.1;73.2;0.0;3.2
2017-05-04;17.6;2.0;28.1;11.9;70.2;0.7;3.6
2017-05-05;18.3;1.5;29.2;11.8;70.5;0.0;3.6
2017-05-06;9.2;1.3;24.7;13.8;77.4;0.6;2.1
2017-05-07;18.6;1.5;29.4;13.5;71.4;1.9;3.6
2017-05-08;18.6;1.6;29.2;15.4;66.1;0.1;3.8
2017-05-09;17.9;1.6;29.3;11.8;66.6;0.0;3.6
2017-05-10;17.9;1.3;30.0;10.2;63.4;0.0;3.6
2017-05-11;16.8;2.0;29.5;11.7;66.8;0.0;3.7
2017-05-12;17.1;2.1;27.3;12.7;66.2;0.0;3.6
2017-05-13;18.5;1.6;28.5;9.9;67.2;0.0;3.5
2017-05-14;17.3;1.3;30.8;10.5;64.9;0.0;3.5
2017-05-15;8.5;1.3;28.1;15.0;76.9;0.0;2.2
2017-05-16;10.6;1.0;27.4;17.8;83.3;0.0;2.2
2017-05-17;11.6;2.4;26.9;15.8;76.5;5.5;2.8
2017-05-18;13.5;2.3;26.1;14.4;76.9;0.0;2.9
2017-05-19;6.0;2.1;24.2;14.7;82.5;0.0;1.8
2017-05-20;5.9;1.1;22.2;16.8;87.3;23.0;1.4
2017-05-21;10.8;2.3;25.3;17.4;81.8;7.9;2.4
2017-05-22;10.4;1.4;27.1;16.9;82.1;4.1;2.2
2017-05-23;15.4;1.8;28.2;16.5;77.2;0.2;3.1
2017-05-24;17.9;2.4;28.6;13.2;74.8;0.0;3.6
2017-05-25;16.1;2.1;28.3;12.0;74.9;0.0;3.3
2017-05-26;16.7;2.3;27.9;13.0;75.8;0.0;3.3
2017-05-27;18.2;1.7;28.0;11.0;68.6;0.0;3.4
2017-05-28;14.5;1.8;27.7;10.1;71.4;0.0;3.0
2017-05-29;17.2;1.6;27.3;9.3;69.8;0.0;3.2
2017-05-30;17.1;1.2;27.7;8.7;67.6;0.0;3.0
2017-05-31;17.3;1.1;27.9;9.6;65.1;0.0;3.0
2017-06-01;15.1;0.9;29.6;11.1;68.4;0.0;2.7
2017-06-02;16.9;1.0;29.6;12.9;65.9;0.0;3.1
2017-06-03;15.8;1.4;30.0;10.8;71.7;0.0;3.1
2017-06-04;17.1;1.4;30.2;12.7;73.4;0.0;3.2
2017-06-05;16.5;0.8;29.8;11.2;71.3;0.0;2.8
2017-06-06;17.1;0.8;30.1;10.8;66.6;0.0;2.9
2017-06-07;17.2;0.9;31.3;9.7;61.8;0.0;3.1
2017-06-08;17.1;1.1;30.6;10.1;65.4;0.0;3.2
2017-06-09;16.5;1.0;30.6;10.2;64.8;0.0;3.0
2017-06-10;16.3;1.1;30.0;11.9;56.4;0.0;3.1
2017-06-11;15.4;1.1;29.4;8.2;69.0;0.0;2.9
2017-06-12;15.1;1.6;28.6;13.8;77.9;0.0;2.9
2017-06-13;16.5;1.5;28.3;14.0;74.9;21.0;3.0
2017-06-14;10.1;0.9;27.4;8.7;79.1;3.5;2.0
2017-06-15;16.1;1.8;26.4;13.0;73.2;0.7;3.0
2017-06-16;16.0;1.4;26.5;10.7;70.8;0.0;2.8
2017-06-17;16.3;1.0;27.2;9.2;70.4;0.0;2.7
2017-06-18;16.5;0.7;26.7;8.5;68.4;0.0;2.5
2017-06-19;15.6;0.8;27.2;7.8;62.2;0.0;2.5
2017-06-20;11.4;1.2;27.1;13.2;63.3;0.0;2.5
2017-06-21;12.2;1.6;25.7;10.1;70.5;0.0;2.5
2017-06-22;13.8;2.1;24.8;9.8;70.8;0.0;2.8
2017-06-23;16.6;1.7;25.3;8.4;67.8;0.0;2.9
2017-06-24;14.1;1.4;25.2;9.4;71.4;0.0;2.5
2017-06-25;16.0;1.8;25.9;8.9;68.3;0.0;3.0
2017-06-26;11.7;1.5;25.0;8.1;74.8;0.0;2.3
2017-06-27;14.6;1.6;24.3;8.8;70.5;0.0;2.6
2017-06-28;15.5;1.6;25.6;11.3;72.2;0.0;2.8
2017-06-29;17.8;1.5;25.4;8.5;64.2;0.0;3.0
2017-06-30;16.0;0.9;25.2;9.0;64.1;0.0;2.5
2017-07-01;14.6;0.9;26.5;5.7;60.8;0.0;2.5
2017-07-02;15.6;1.9;25.5;8.8;66.2;0.0;3.0
2017-07-03;17.8;2.6;23.1;9.4;58.5;0.0;3.5
2017-07-04;16.6;2.3;22.4;4.5;61.4;0.0;3.1
2017-07-05;11.0;1.6;20.9;5.8;69.4;0.0;2.2
2017-07-06;12.7;1.4;21.4;4.4;74.1;0.0;2.2
2017-07-07;9.4;1.3;21.7;6.0;75.4;0.0;1.9
2017-07-08;10.8;1.4;22.5;6.8;71.1;0.0;2.1
2017-07-09;15.9;1.5;23.4;4.8;71.1;0.0;2.6
2017-07-10;14.6;1.8;24.5;7.1;70.9;0.0;2.7
2017-07-11;17.6;1.6;26.0;7.9;67.5;0.0;3.1
2017-07-12;17.6;1.4;27.4;7.0;68.4;0.0;3.1
2017-07-13;17.4;1.4;26.5;7.7;68.0;0.0;3.0
2017-07-14;15.5;1.5;25.6;6.3;71.4;0.0;2.8
2017-07-15;15.0;1.7;25.1;8.8;70.0;0.0;2.8
2017-07-16;16.9;1.4;25.2;7.4;65.2;0.0;2.9
2017-07-17;15.5;0.9;26.6;6.9;63.6;0.0;2.6
2017-07-18;16.3;1.0;27.2;8.2;63.1;0.0;2.8
2017-07-19;17.1;1.8;26.4;7.7;61.6;0.0;3.4
2017-07-20;14.4;1.6;25.8;12.1;63.7;0.0;3.0
2017-07-21;15.9;1.2;27.0;9.5;59.8;0.0;3.0
2017-07-22;15.9;1.0;28.5;7.6;55.8;0.0;3.0
2017-07-23;18.3;1.5;27.1;5.9;53.6;0.0;3.5
2017-07-24;18.0;1.7;26.8;5.3;60.8;0.0;3.5
2017-07-25;17.3;1.7;26.4;8.8;61.4;0.0;3.3
2017-07-26;18.5;1.4;26.2;9.2;59.2;0.0;3.3
2017-07-27;16.4;1.4;25.5;5.9;62.7;0.0;3.0
2017-07-28;18.9;1.5;25.9;6.4;60.0;0.0;3.4
2017-07-29;11.5;1.6;24.7;5.9;70.1;0.0;2.6
2017-07-30;16.3;1.7;23.5;13.8;63.9;0.0;3.1
2017-07-31;16.8;1.6;24.2;9.9;59.8;0.0;3.2
2017-08-01;13.3;1.1;24.0;5.7;59.4;0.0;2.6
2017-08-02;15.3;1.0;25.3;4.8;60.7;0.0;2.8
2017-08-03;18.9;1.2;28.4;5.5;54.9;0.0;3.5
2017-08-04;18.6;1.2;29.3;11.7;48.8;0.0;3.7
2017-08-05;18.6;2.1;28.4;9.9;53.2;0.0;4.2
2017-08-06;18.2;2.4;27.5;11.6;59.6;0.0;4.1
2017-08-07;19.0;1.9;27.2;7.7;62.4;0.0;3.8
2017-08-08;17.7;1.6;29.5;6.8;54.6;0.0;3.9
2017-08-09;18.0;1.1;31.1;7.9;50.8;0.0;3.7
2017-08-10;18.9;0.8;32.7;9.6;46.1;0.0;3.7
2017-08-11;18.2;1.7;31.7;10.5;59.8;0.0;4.2
2017-08-12;19.6;1.5;30.3;9.4;63.4;0.0;4.0
2017-08-13;19.3;1.2;30.3;9.4;59.9;0.0;3.7
2017-08-14;19.4;1.0;32.1;9.9;54.8;0.6;3.8
2017-08-15;19.0;1.9;31.2;12.8;59.3;0.0;4.4
2017-08-16;18.7;1.3;30.0;11.0;59.1;0.0;3.8
2017-08-17;15.0;1.4;30.5;12.2;56.4;0.0;3.6
2017-08-18;16.2;1.8;30.7;16.5;57.8;0.0;4.0
2017-08-19;19.7;2.0;31.5;13.0;58.6;0.0;4.6
2017-08-20;20.1;1.7;32.6;11.9;55.3;0.0;4.6
2017-08-21;16.9;2.3;30.8;13.0;60.2;0.0;4.4
2017-08-22;18.6;3.4;27.6;13.4;60.5;0.0;4.7
2017-08-23;18.2;2.1;26.5;12.2;66.4;0.0;3.8
2017-08-24;20.4;1.9;28.0;8.2;63.7;0.0;4.1
2017-08-25;21.9;2.0;27.8;7.7;56.8;0.0;4.5
2017-08-26;21.8;1.8;28.0;5.4;50.2;0.0;4.5
2017-08-27;21.4;1.5;29.8;6.2;50.0;0.0;4.4
2017-08-28;21.1;1.5;31.4;8.2;46.7;0.0;4.7
2017-08-29;21.9;1.8;31.2;8.4;46.4;0.0;5.0
2017-08-30;21.5;1.4;32.7;8.1;47.6;0.0;4.7
2017-08-31;21.0;1.5;34.0;9.1;47.3;0.0;4.9
2017-09-01;13.2;2.4;30.7;14.6;60.0;0.0;4.2
2017-09-02;22.2;1.9;26.8;12.1;57.1;0.0;4.5
2017-09-03;22.7;2.4;25.3;9.9;55.3;0.0;4.6
2017-09-04;22.3;2.3;26.1;7.6;56.6;0.0;4.6
2017-09-05;22.8;1.3;28.0;5.8;53.8;0.0;4.3
2017-09-06;22.7;1.4;30.6;6.4;49.2;0.0;4.6
2017-09-07;23.0;1.7;31.6;8.6;45.8;0.0;5.2
2017-09-08;21.9;1.9;30.5;7.7;50.5;0.0;5.0
2017-09-09;22.7;1.9;30.0;7.8;51.2;0.0;5.0
2017-09-10;20.9;2.1;29.9;10.4;55.5;0.0;4.9
2017-09-11;23.2;1.9;28.1;11.0;54.3;0.0;4.8
2017-09-12;23.6;2.4;31.2;9.8;57.6;0.0;5.5
2017-09-13;23.6;1.9;30.5;9.3;52.5;0.0;5.2
2017-09-14;23.5;1.8;31.0;9.5;52.1;0.0;5.2
2017-09-15;23.5;1.7;31.9;9.3;49.1;0.0;5.3
2017-09-16;24.0;2.0;31.3;11.1;50.1;0.0;5.5
2017-09-17;23.9;1.9;31.4;11.0;54.4;0.0;5.3
2017-09-18;23.8;2.2;30.1;10.7;53.8;0.0;5.4
2017-09-19;22.9;2.1;29.5;9.2;53.8;0.0;5.1
2017-09-20;22.6;2.1;30.1;11.1;55.1;0.0;5.2
2017-09-21;22.4;2.0;29.3;9.4;51.7;0.0;5.1
2017-09-22;19.8;1.8;29.5;9.6;51.8;0.0;4.7
2017-09-23;19.6;1.8;30.0;11.4;52.4;0.0;4.7
2017-09-24;23.7;1.9;30.5;8.9;49.9;0.0;5.3
2017-09-25;20.6;2.0;29.1;10.6;49.9;0.0;4.9
2017-09-26;21.0;2.1;29.0;12.2;54.8;0.0;4.9
2017-09-27;18.5;1.9;32.3;14.2;56.3;0.0;4.9
2017-09-28;22.9;1.1;32.4;13.4;53.3;0.0;4.8
2017-09-29;23.5;2.1;34.0;17.1;54.9;5.3;6.0
2017-09-30;4.5;1.4;28.9;18.3;81.0;5.6;1.8
2017-10-01;23.1;1.1;26.8;15.4;69.6;8.3;4.3
2017-10-02;17.0;1.7;33.0;16.5;70.6;0.4;4.2
2017-10-03;9.8;1.3;28.4;18.5;79.7;23.1;2.6
2017-10-04;11.0;2.6;26.0;15.4;75.5;5.6;3.0
2017-10-05;22.9;2.7;29.0;16.3;68.9;4.6;5.1
2017-10-06;27.0;2.4;32.1;15.2;57.6;0.0;6.3
2017-10-07;23.6;2.1;33.2;14.2;55.7;0.0;5.8
2017-10-08;26.3;2.4;32.1;15.9;53.9;0.0;6.3
2017-10-09;26.1;2.3;32.2;14.1;55.6;0.0;6.1
2017-10-10;25.8;1.8;34.0;15.5;49.4;0.0;6.1
2017-10-11;26.0;2.1;34.4;15.1;46.8;0.0;6.6
2017-10-12;27.1;2.1;35.0;14.9;44.0;0.0;6.8
2017-10-13;27.9;1.8;34.4;14.3;46.2;0.0;6.5
2017-10-14;27.2;1.3;35.3;12.6;42.1;0.0;6.1
2017-10-15;23.0;1.7;35.8;14.5;47.2;0.0;6.0
2017-10-16;19.4;3.1;30.1;19.1;63.5;0.0;5.3
2017-10-17;26.2;2.9;31.1;19.6;58.5;0.0;6.4
2017-10-18;28.2;2.6;32.3;16.2;50.6;0.0;6.8
2017-10-19;27.9;1.7;32.7;12.4;45.3;0.0;6.2
2017-10-20;24.8;1.3;34.5;12.6;40.2;0.0;5.7
2017-10-21;21.6;1.9;35.6;15.6;40.7;0.0;6.2
2017-10-22;19.7;1.6;35.3;19.2;45.7;0.0;5.6
2017-10-23;14.3;2.4;32.6;19.5;60.7;0.5;4.7
2017-10-24;16.9;3.0;30.0;18.6;63.7;0.0;4.9
2017-10-25;25.4;2.2;31.8;17.8;54.5;0.0;6.1
2017-10-26;26.3;1.9;34.2;15.1;52.6;0.0;6.3
2017-10-27;15.7;1.7;34.3;18.1;52.8;0.5;4.8
2017-10-28;16.8;1.6;30.5;18.3;74.0;34.0;4.0
2017-10-29;19.1;1.2;29.7;18.1;69.6;0.9;4.2
2017-10-30;16.3;1.5;29.8;20.1;66.7;4.0;4.0
2017-10-31;21.2;1.4;30.9;19.7;71.1;11.1;4.7
2017-11-01;6.7;2.1;27.0;19.6;77.5;0.0;2.4
2017-11-02;20.2;2.3;25.4;17.6;70.0;0.0;4.4
2017-11-03;24.1;2.0;29.1;14.7;66.1;0.0;5.2
2017-11-04;19.3;1.7;30.4;15.2;65.6;0.0;4.6
2017-11-05;14.9;1.2;28.4;18.8;69.3;5.5;3.6
2017-11-06;15.2;1.6;29.7;20.6;74.9;0.6;3.7
2017-11-07;14.9;2.3;27.8;18.0;72.7;10.2;3.8
2017-11-08;13.1;1.9;25.8;16.7;73.1;0.0;3.3
2017-11-09;10.3;1.5;24.9;18.4;81.8;0.6;2.5
2017-11-10;8.6;1.3;24.2;18.9;83.2;2.8;2.2
2017-11-11;8.2;1.4;24.5;19.6;87.2;17.7;2.0
2017-11-12;21.0;1.2;28.0;18.0;73.2;38.1;4.3
2017-11-13;30.1;1.2;31.8;13.6;48.2;0.0;6.1
2017-11-14;26.5;1.7;33.1;14.8;56.6;0.0;6.1
2017-11-15;24.8;1.8;32.3;17.9;60.1;0.0;5.8
2017-11-16;28.0;1.6;33.0;15.5;59.7;0.0;6.1
2017-11-17;27.2;1.4;33.7;16.2;57.0;0.0;6.0
2017-11-18;18.1;1.1;32.8;18.8;66.4;0.0;4.3
2017-11-19;17.9;0.9;31.3;20.6;81.4;12.1;3.9
2017-11-20;17.2;0.9;31.1;20.8;80.2;12.4;3.8
2017-11-21;11.1;0.7;28.7;20.5;86.2;16.6;2.6
2017-11-22;7.9;1.0;25.8;21.0;88.4;4.8;2.0
2017-11-23;9.1;0.9;24.5;20.1;86.8;13.3;2.1
2017-11-24;11.8;1.6;24.9;18.9;81.1;4.9;2.8
2017-11-25;18.6;1.8;27.7;18.1;72.6;0.0;4.2
2017-11-26;14.9;1.1;28.5;18.6;73.6;0.5;3.5
2017-11-27;13.2;0.8;28.7;20.1;73.4;1.2;3.1
2017-11-28;19.5;0.9;30.1;19.9;73.7;0.4;4.2
2017-11-29;24.6;2.0;31.2;19.9;71.6;4.2;5.5
2017-11-30;17.8;1.5;30.7;19.0;77.5;5.2;4.1
2017-12-01;6.3;1.0;25.0;19.2;91.1;15.1;1.6
2017-12-02;11.6;0.9;24.4;19.1;90.6;28.4;2.4
2017-12-03;12.7;1.0;26.9;19.8;89.0;32.6;2.7
2017-12-04;12.5;1.1;28.8;21.6;87.3;23.4;2.9
2017-12-05;17.9;0.8;29.9;21.0;79.1;1.0;3.9
2017-12-06;14.4;1.3;29.9;21.1;79.3;8.5;3.4
2017-12-07;10.6;1.4;27.9;20.4;85.4;29.5;2.6
2017-12-08;9.7;1.2;27.2;20.2;90.1;35.7;2.3
2017-12-09;21.4;0.8;30.6;21.1;75.3;4.7;4.6
2017-12-10;22.0;1.5;32.6;20.5;68.0;0.0;5.2
2017-12-11;7.4;1.0;30.4;19.9;83.3;0.0;2.1
2017-12-12;21.0;1.3;29.8;19.3;73.8;9.0;4.6
2017-12-13;15.5;2.2;29.0;17.7;73.9;0.0;3.9
2017-12-14;13.6;1.6;26.9;19.4;78.1;0.6;3.2
2017-12-15;20.0;1.4;27.9;17.0;76.6;0.6;4.2
2017-12-16;16.3;1.0;29.8;18.3;82.9;0.4;3.5
2017-12-17;20.6;1.2;29.6;18.3;72.2;13.4;4.4
2017-12-18;28.0;1.5;30.8;17.1;63.3;0.0;5.9
2017-12-19;25.4;1.6;32.5;17.5;62.5;0.0;5.8
2017-12-20;27.6;1.5;32.3;15.3;61.1;0.0;6.0
2017-12-21;23.7;1.4;32.5;18.5;66.2;0.0;5.4
2017-12-22;20.2;1.5;32.0;19.9;64.2;0.0;4.9
2017-12-23;27.4;1.2;32.9;18.0;61.9;0.0;5.9
2017-12-24;26.1;1.1;34.2;17.9;61.8;0.0;5.8
2017-12-25;21.8;1.0;34.8;19.3;64.5;0.0;5.1
2017-12-26;19.0;1.3;34.1;20.9;66.6;6.4;4.8
2017-12-27;23.2;1.5;34.0;20.7;67.3;0.0;5.5
2017-12-28;26.0;1.3;35.0;20.1;64.6;0.6;6.0
2017-12-29;19.3;1.5;33.6;21.8;63.3;2.9;5.0
2017-12-30;8.6;1.2;28.8;20.9;82.6;0.0;2.3
2017-12-31;18.5;1.2;31.5;20.7;79.4;8.0;4.2
2018-01-01;22.0;1.2;30.1;20.8;73.6;1.2;4.8
2018-01-02;20.5;1.3;31.6;20.6;72.2;2.1;4.7
2018-01-03;20.7;1.3;32.2;20.3;76.8;11.7;4.7
2018-01-04;6.7;1.1;28.2;20.8;91.9;7.0;1.8
2018-01-05;12.6;1.0;26.7;19.9;88.8;61.1;2.7
2018-01-06;18.3;0.8;28.6;19.5;78.9;7.2;3.9
2018-01-07;21.4;1.3;31.0;20.3;76.1;0.5;4.7
2018-01-08;26.9;2.0;31.2;18.8;65.3;1.4;6.0
2018-01-09;27.5;2.2;31.0;15.9;62.1;0.0;6.1
2018-01-10;27.4;2.1;31.2;19.0;61.4;0.0;6.2
2018-01-11;24.4;2.0;30.1;17.8;65.2;0.0;5.5
2018-01-12;24.2;1.4;30.9;16.7;66.1;0.0;5.2
2018-01-13;24.7;1.5;31.5;17.5;64.7;0.0;5.4
2018-01-14;13.9;1.5;30.4;19.3;79.3;3.3;3.4
2018-01-15;17.0;1.4;29.8;18.6;77.7;1.9;3.9
2018-01-16;24.6;1.5;31.1;18.8;68.2;22.8;5.4
2018-01-17;27.8;1.9;32.0;17.4;61.2;0.0;6.2
2018-01-18;28.1;1.2;32.7;15.2;55.0;0.0;5.9
2018-01-19;28.0;1.5;33.3;16.5;50.8;0.0;6.3
2018-01-20;28.5;1.1;34.5;17.0;48.2;0.0;6.2
2018-01-21;28.3;1.7;34.4;15.4;45.5;0.0;6.7
2018-01-22;22.0;1.9;34.3;18.1;61.0;0.0;5.6
2018-01-23;19.7;1.9;32.7;21.2;68.2;2.5;5.0
2018-01-24;22.6;1.6;32.2;20.8;64.7;0.0;5.3
2018-01-25;27.3;2.1;32.8;20.4;61.3;0.0;6.4
